,Features,Data,Avg Inter-Dist,Avg Intra-Dist,Max Dist,Min Dist,Silhouette
0,Traditional,unimib,3619.389698808912,2121.767835570872,7711.586846688507,890.8759935366772,1.7058368206600214
1,AutoEncoder,unimib,22.00130057166877,16.911640735690167,44.901716042003784,6.53265276694783,1.3009560051283158
2,NNCLR,unimib,1.3208704311079433,0.662279897525654,2.9181505520615576,0.33763501053021616,1.994429298009575
3,SimCLR,unimib,1.1158834250837995,0.5971150347285086,2.410317160226445,0.2706017052450689,1.868791372153542
